16.331,3,8.8,6,9
95.945,1,8.8,6,9
69.633,2,8.8,6,9
10.684,3,8.8,6,9
143.3,3,8.8,6,9
75.413,1,8.8,6,9
60.218,2,8.8,6,9
54.775,2,8.8,6,9
8.6057,3,8.8,6,9
17.872,3,8.8,6,9
3.3309,1,8.8,6,9
41.295,3,8.8,6,9
83.986,2,8.8,6,9
77.304,2,8.8,6,9
66.573,1,8.8,6,9
129.68,3,8.8,6,9
22.55,2,8.8,6,9
124.95,1,8.8,6,9
95.764,3,8.8,6,9
41.891,2,8.8,6,9
24.34,1,8.8,6,9
12.017,1,8.8,6,9
32.973,3,8.8,6,9
143.34,1,8.8,6,9
96.521,1,8.8,6,9
3.0995,2,8.8,6,9
72.562,2,8.8,6,9
238.32,3,11.6,7,9
86.742,1,11.6,7,9
213.97,2,11.6,7,9
3.0494,3,11.6,7,9
58.844,3,11.6,7,9
141.13,1,11.6,7,9
265.27,1,11.6,7,9
22.786,2,11.6,7,9
150.6,2,11.6,7,9
103.44,1,11.6,7,9
72.448,3,11.6,7,9
139.22,3,11.6,7,9
77.855,1,11.6,7,9
61.431,3,11.6,7,9
48.144,2,11.6,7,9
72.576,2,11.6,7,9
81.772,1,11.6,7,9
24.786,2,11.6,7,9
17.979,3,11.6,7,9
95.272,2,11.6,7,9
91.426,1,11.6,7,9
209.06,3,11.6,7,9
106.31,2,11.6,7,9
92.689,1,11.6,7,9
225.01,1,11.6,7,9
158.03,3,11.6,7,9
8.237,1,11.6,7,9
144.68,1,11.6,7,9
131.09,2,11.6,7,9
74.567,2,11.6,7,9
50.106,1,7.7,17,9
183.22,3,7.7,17,9
86.277,2,7.7,17,9
93.483,3,7.7,17,9
26.05,1,7.7,17,9
71.003,1,7.7,17,9
109.31,1,7.7,17,9
167.31,1,7.7,17,9
89.818,3,7.7,17,9
84.892,3,7.7,17,9
10.317,1,7.7,17,9
122.94,2,7.7,17,9
13.783,3,7.7,17,9
13.254,3,7.7,17,9
69.458,1,7.7,17,9
6.1818,1,7.7,17,9
65.248,2,7.7,17,9
15.476,2,7.7,17,9
108.51,1,7.7,17,9
105.4,1,10.1,20,9
83.603,1,10.1,20,9
247.92,3,10.1,20,9
1.7528,2,10.1,20,9
93.468,3,10.1,20,9
86.342,1,10.1,20,9
44.708,1,10.1,20,9
38.999,1,10.1,20,9
54.293,3,10.1,20,9
93.403,3,10.1,20,9
66.144,1,10.1,20,9
8.0248,2,10.1,20,9
176.73,3,10.1,20,9
29.747,3,10.1,20,9
198.66,1,10.1,20,9
48.052,2,10.1,20,9
124.95,2,10.1,20,9
40.72,1,10.1,20,9
164.21,3,10.5,25,9
65.343,1,10.5,25,9
12.013,2,10.5,25,9
27.296,2,10.5,25,9
30.818,2,10.5,25,9
2.1827,3,10.5,25,9
57.917,1,10.5,25,9
89.754,3,10.5,25,9
65.759,1,10.5,25,9
103.49,1,10.5,25,9
103.41,1,10.5,25,9
82.901,3,10.5,25,9
100.83,3,10.5,25,9
105.93,3,10.9,26,9
56.257,1,10.9,26,9
62.692,2,10.9,26,9
93.017,2,10.9,26,9
47.138,2,10.9,26,9
18.145,3,10.9,26,9
61.262,1,10.9,26,9
114.47,3,10.9,26,9
67.252,2,10.9,26,9
56.546,1,10.9,26,9
71.203,1,10.9,26,9
102.55,3,10.9,26,9
85.881,2,10.9,26,9
92.45,3,10.9,26,9
245.05,3,11,29,9
74.87,1,11,29,9
187.82,2,11,29,9
66.976,2,11,29,9
112.38,2,11,29,9
109.47,1,11,29,9
154.63,3,11,29,9
67.8,2,11,29,9
161.33,1,11,29,9
81.278,1,11,29,9
85.515,3,11,29,9
275.25,2,11,29,9
63.907,3,11,29,9
147.54,3,10.6,30,9
36.933,1,10.6,30,9
6.3604,2,10.6,30,9
46.82,2,10.6,30,9
31.278,2,10.6,30,9
51.514,3,10.6,30,9
11.263,1,10.6,30,9
15.275,3,10.6,30,9
100.07,2,10.6,30,9
28.302,1,10.6,30,9
64.805,1,10.6,30,9
5.5159,1,10.6,30,9
122.27,3,10.6,30,9
11.589,2,10.6,30,9
166.04,3,10.6,30,9
59.831,3,9.6,44,9
44.922,1,9.6,44,9
26.751,2,9.6,44,9
105.73,2,9.6,44,9
51.228,2,9.6,44,9
22.827,3,9.6,44,9
52.52,1,9.6,44,9
11.593,3,9.6,44,9
79.368,2,9.6,44,9
57.938,1,9.6,44,9
47.085,1,9.6,44,9
177.86,1,9.6,44,9
13.351,2,9.6,44,9
20.732,3,9.6,44,9
54.794,1,9.6,45,9
82.985,2,9.6,45,9
46.642,2,9.6,45,9
17.953,2,9.6,45,9
59.478,3,9.6,45,9
82.252,1,9.6,45,9
108.31,3,9.6,45,9
33.899,2,9.6,45,9
1.9527,1,9.6,45,9
23.681,1,9.6,45,9
37.851,1,9.6,45,9
44.843,3,9.6,45,9
20.358,2,9.6,45,9
24.408,3,9.6,45,9
98.424,3,10.1,47,9
148.83,1,10.1,47,9
17.651,2,10.1,47,9
22.475,2,10.1,47,9
69.418,2,10.1,47,9
4.4724,3,10.1,47,9
60.979,1,10.1,47,9
2.6066,2,10.1,47,9
23.757,1,10.1,47,9
27.51,1,10.1,47,9
61.031,1,10.1,47,9
1.6027,3,10.1,47,9
130.79,2,10.1,47,9
70.092,3,10.1,47,9
25.416,3,6.6,49,9
9.2408,1,6.6,49,9
113.44,1,6.6,49,9
30.572,1,6.6,49,9
4.2437,3,6.6,49,9
87.122,3,9.7,50,9
48.038,1,9.7,50,9
73.482,2,9.7,50,9
30.514,2,9.7,50,9
49.77,2,9.7,50,9
62.249,3,9.7,50,9
78.493,1,9.7,50,9
6.9356,3,9.7,50,9
72.032,2,9.7,50,9
93.924,1,9.7,50,9
55.775,1,9.7,50,9
104.28,1,9.7,50,9
3.4154,3,9.7,50,9
160.07,2,9.7,50,9
3.3754,3,9.7,50,9
8.2359,3,7.6,51,9
34.26,1,7.6,51,9
140,2,7.6,51,9
67.799,2,7.6,51,9
170.58,2,7.6,51,9
10.437,3,7.6,51,9
196.63,1,7.6,51,9
169.98,3,7.6,51,9
87.635,2,7.6,51,9
64.33,1,7.6,51,9
53.401,1,7.6,51,9
75.2,1,7.6,51,9
91.835,3,7.6,51,9
5.4659,2,7.6,51,9
20.991,3,7.6,51,9
136.75,3,5.3,52,9
242.43,1,5.3,52,9
2.8877,2,5.3,52,9
33.515,2,5.3,52,9
31.908,2,5.3,52,9
20.154,3,5.3,52,9
176.08,1,5.3,52,9
82.454,3,5.3,52,9
46.875,2,5.3,52,9
8.055,1,5.3,52,9
29.738,1,5.3,52,9
23.59,1,5.3,52,9
24.529,3,5.3,52,9
106.88,2,5.3,52,9
